debate_id,task_id,task_name,difficulty,mode,agent_models,num_agents,final_pass_rate,tests_passed,tests_total,pass_at_1,pass_at_3,improvement_over_best_initial,improvement_over_avg_initial,total_rounds,consensus_reached,consensus_ratio,rounds_to_consensus,total_critiques,total_bugs_found,total_bugs_fixed,bug_fix_rate,total_improvements_suggested,avg_correctness_rating,avg_efficiency_rating,avg_readability_rating,initial_avg_pylint,final_pylint,initial_avg_complexity,final_complexity,duration_seconds,avg_round_duration,total_llm_time,total_execution_time,all_solutions_count,passing_solutions_count,most_active_agent,most_successful_agent,most_bugs_found_by,status,winning_agent,best_round,best_round_pass_rate,peak_after_debate
76fe8a13,remove_duplicates,Remove Duplicates from Sorted Array,easy,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,7,7,0.6667,1.0,0.0,0.05,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,8.33,8.5,3.67,4.0,14.208873,14.21,20.19,1.24,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
69c623d0,reverse_string,Reverse String,easy,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,5,5,0.6667,1.0,0.0,0.0714,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,8.83,8.5,2.67,2.0,13.060191,13.06,15.11,1.22,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
dd886780,roman_to_integer,Roman to Integer,easy,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,0.6667,1.0,0.0,0.3333,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,8.33,7.0,4.33,4.0,17.940412,17.94,30.07,1.39,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
976a4e4b,two_sum,Two Sum,easy,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,5,5,1.0,1.0,0.0,0.0,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,8.0,9.0,3.67,4.0,22.157706,22.16,17.29,11.01,3,3,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
fb68d4a4,valid_parentheses,Valid Parentheses,easy,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,7,7,1.0,1.0,0.0,0.0,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,8.0,8.0,8.67,6.0,12.546281,12.55,18.28,1.19,3,3,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
4506b030,binary_tree_serialize,Serialize and Deserialize Binary Tree,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,4,4,0.3333,1.0,0.0,1.4,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,7.33,7.0,2.67,2.0,21.112049,21.11,34.97,1.28,3,1,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
af4e3021,coin_change,Coin Change,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,9,9,0.6667,1.0,0.0,0.2857,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,8.0,7.5,4.67,5.0,16.484167,16.48,27.93,1.29,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
628d798e,decode_ways,Decode Ways,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,0.3333,1.0,0.0,0.6,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,5.0,4.5,25.0,6.0,28.747304,28.75,38.61,1.32,3,1,agent_1_qwen2.5-coder,agent_2_deepseek-coder,,early_stop,agent_2_deepseek-coder,1,1.0,False
3c97121a,group_anagrams,Group Anagrams,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,5,5,1.0,1.0,0.0,0.0,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,7.5,8.5,2.33,2.0,15.262835,15.26,23.86,1.16,3,3,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
2950b219,kth_largest,Kth Largest Element in a Stream,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,7,7,0.6667,1.0,0.0,0.5,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,7.67,8.0,2.78,3.0,17.021673,17.02,27.01,1.47,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
e8c26844,longest_substring,Longest Substring Without Repeating Characters,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,11,11,0.6667,1.0,0.0,0.0645,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,8.17,7.5,4.67,5.0,16.059489,16.06,26.24,1.26,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
41bbb7ea,lru_cache,LRU Cache,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,0.6667,1.0,0.0,0.1429,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.33,8.0,2.17,2.25,21.575804,21.58,38.0,1.4,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
fd7512fc,matrix_spiral,Spiral Matrix,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,0.3333,1.0,0.0,0.8462,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,5.83,0,8.33,10.0,15.184521,15.18,21.75,1.3,3,1,agent_1_qwen2.5-coder,agent_2_deepseek-coder,,early_stop,agent_2_deepseek-coder,1,1.0,False
c9f638ed,stack_with_min,Min Stack,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,7,7,0.6667,1.0,0.0,0.1053,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,9.5,9.5,2.0,1.67,15.968682,15.97,23.42,1.33,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
ee11952c,string_compression,String Compression,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,1.0,1.0,0.0,0.0,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,7.17,7.0,5.0,5.0,19.501561,19.5,34.31,1.28,3,3,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
203fea9b,task_scheduler_simple,Task Scheduler,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,9,9,0.3333,1.0,0.0,0.5882,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,7.67,5.0,6.67,8.0,17.135966,17.14,26.43,1.27,3,1,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
c5913d8f,three_sum,Three Sum,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,0.3333,1.0,0.0,0.0909,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,7.17,8.0,9.33,12.0,19.017337,19.02,30.72,1.27,3,1,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
a5b9adf2,trie,Trie (Prefix Tree),medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,6,6,0.3333,1.0,0.0,0.125,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,7.17,8.5,3.17,2.73,22.117971,22.12,39.6,1.27,3,1,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
6640ee93,valid_sudoku,Valid Sudoku,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,7,7,0.6667,1.0,0.0,0.1667,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,8.0,9.5,12.33,11.0,16.245671,16.25,23.14,1.33,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
a4779105,word_pattern,Word Pattern,medium,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,0.6667,1.0,0.0,0.2,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,7.5,7.5,6.67,7.0,18.147336,18.15,26.67,1.18,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
5aad5994,alien_dictionary,Alien Dictionary,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,0.3333,1.0,0.0,0.8462,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.17,5.0,14.67,15.0,48.878122,48.88,32.38,30.84,3,1,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
bb572c3b,count_inversions,Count Inversions,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,9,9,0.3333,1.0,0.0,0.9286,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,9.0,9.5,2.44,2.33,19.389007,19.39,29.33,1.3,3,1,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
2e584097,lfu_cache,LFU Cache,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.8571428571428571,6,7,0.0,0.0,0.0,2.0,5,False,0.0,0,24,87,8,0.092,0,5.31,7.0,7.56,4.5,5.5,2.81,3.5,281.966072,56.39,283.81,6.92,15,0,agent_1_qwen2.5-coder,,agent_1_qwen2.5-coder,max_rounds_reached,,1,0.8571,False
a223456d,linked_list_lib,Doubly Linked List Library,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,9,9,0.3333,1.0,0.0,2.0,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,8.83,8.0,2.36,3.07,66.803752,66.8,72.78,30.91,3,1,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
ec94a58c,max_profit_k_transactions,Best Time to Buy and Sell Stock with K Transactions,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,0.6667,1.0,0.0,0.1429,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,7.0,7.5,8.0,7.0,19.792037,19.79,34.23,1.25,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
f5c5f8ef,median_sorted_arrays,Median of Two Sorted Arrays,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,10,10,0.3333,1.0,0.0,0.7647,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.67,4.5,4.17,2.0,19.595545,19.6,31.67,1.32,3,1,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
72223b39,merge_intervals,Interval Scheduling and Merge,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.8571428571428571,6,7,0.0,0.0,0.0,0.125,2,True,0.6510263929618769,2,6,35,2,0.0571,0,6.33,4.0,7.33,7.83,5.5,3.06,3.0,78.797971,39.4,67.05,2.74,6,0,agent_1_qwen2.5-coder,agent_2_deepseek-coder,agent_1_qwen2.5-coder,consensus_reached,agent_2_deepseek-coder,1,0.8571,False
9bd3cf67,merge_k_sorted,Merge K Sorted Lists,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,1.0,1.0,0.0,0.0,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.33,5.5,3.0,2.67,18.346925,18.35,30.49,1.35,3,3,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
63b913c2,minimum_window_substring,Minimum Window Substring,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.8888888888888888,8,9,0.0,0.0,0.0,0.2,2,True,0.654320987654321,2,6,33,0,0.0,0,6.2,7.0,6.4,5.83,3.0,10.67,12.0,74.410952,37.21,71.48,2.76,6,0,agent_1_qwen2.5-coder,agent_2_deepseek-coder,agent_1_qwen2.5-coder,consensus_reached,agent_2_deepseek-coder,1,0.8889,False
e075b2d4,regex_matching,Regular Expression Matching,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,12,12,0.6667,1.0,0.0,0.3333,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,8.0,6.5,10.33,12.0,18.799893,18.8,34.11,1.34,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
31fe20d2,shortest_path,Weighted Graph Shortest Path,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.375,3,8,0.0,0.0,0.0,0.5,5,False,0.0,0,24,73,0,0.0,0,5.94,7.18,7.88,6.17,3.0,4.72,3.5,320.744818,64.15,322.86,7.31,15,0,agent_1_qwen2.5-coder,,agent_1_qwen2.5-coder,max_rounds_reached,,1,0.375,False
2da74fa0,sliding_window_max,Sliding Window Maximum,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,0.6667,1.0,0.0,0.2632,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.17,6.0,7.33,9.0,17.147554,17.15,25.25,1.23,3,2,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
a091dd7e,text_justification,Text Justification,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,0.0833,0.25,1.0,2.4286,4,True,0.7869273060476482,4,18,43,5,0.1163,0,6.27,6.55,7.36,6.17,6.5,4.33,5.0,163.642082,40.91,135.67,5.97,12,1,agent_1_qwen2.5-coder,agent_2_deepseek-coder,agent_1_qwen2.5-coder,consensus_reached,agent_2_deepseek-coder,4,1.0,True
d7d46bc7,topological_sort,Course Schedule with Parallel Execution,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,8,8,0.3333,1.0,0.0,0.7143,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,4.5,1.5,7.42,8.0,65.929014,65.93,62.09,31.12,3,1,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
d99c2c68,word_ladder,Word Ladder,hard,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.8888888888888888,8,9,0.0,0.0,0.1429,1.0,2,True,0.6871493273845737,2,6,12,6,0.5,0,5.75,6.5,7.25,3.67,2.0,6.44,10.0,69.761783,34.88,67.11,2.95,6,0,agent_1_qwen2.5-coder,agent_2_deepseek-coder,agent_2_deepseek-coder,consensus_reached,agent_2_deepseek-coder,2,0.8889,True
8d75789a,calculator,Expression Calculator,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.125,1,8,0.0,0.0,0.0,2.0,5,False,0.0,0,24,98,0,0.0,0,5.65,6.35,7.12,1.83,1.0,4.28,3.78,404.011273,80.8,496.83,7.39,15,0,agent_1_qwen2.5-coder,,agent_1_qwen2.5-coder,max_rounds_reached,,1,0.125,False
1545b097,data_pipeline,Data Transformation Pipeline,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.0,0,1,0.0,0.0,0.0,0.0,5,False,0.0,0,24,92,0,0.0,0,5.5,6.44,6.81,5.5,9.5,2.36,1.0,443.316841,88.66,587.48,8.68,15,0,agent_1_qwen2.5-coder,,agent_1_qwen2.5-coder,max_rounds_reached,,1,0.0,False
c340b9e8,event_system,Event-Driven System,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,9,9,0.3333,1.0,0.0,0.5882,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,2.83,1.5,2.13,2.4,27.763346,27.76,44.68,1.37,3,1,agent_1_qwen2.5-coder,agent_2_deepseek-coder,,early_stop,agent_2_deepseek-coder,1,1.0,False
94c475d5,expression_evaluator,Mathematical Expression Evaluator,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.0,0,1,0.0,0.0,0.0,0.0,5,False,0.0,0,24,35,0,0.0,0,6.6,5.3,6.6,3.17,9.5,1.87,1.0,416.590397,83.32,419.82,155.71,15,0,agent_1_qwen2.5-coder,,agent_3_codellama,max_rounds_reached,,1,0.0,False
9e6c3c7d,graph_algorithms,Graph Library with Algorithms,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.9,9,10,0.0,0.0,0.0,0.5882,5,False,0.0,0,24,59,2,0.0339,0,6.43,7.5,7.86,1.83,2.0,3.12,3.65,456.034731,91.21,691.42,7.31,15,0,agent_1_qwen2.5-coder,,agent_1_qwen2.5-coder,max_rounds_reached,,1,0.9,False
6c437ad5,http_client,Mock HTTP Client Framework,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.5555555555555556,5,9,0.0,0.0,0.0,1.5,2,True,1.0,2,6,32,0,0.0,0,5.0,6.0,6.67,0.67,0,1.92,2.16,137.510643,68.76,195.51,2.83,6,0,agent_1_qwen2.5-coder,agent_3_codellama,agent_1_qwen2.5-coder,consensus_reached,agent_3_codellama,1,0.5556,False
a7ed4d25,http_router,HTTP Router with Middleware,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.125,1,8,0.0,0.0,0.125,0.125,5,False,0.0,0,24,56,0,0.0,0,5.0,5.21,6.71,2.17,1.5,1.72,1.7,281.371652,56.27,284.56,8.44,15,0,agent_1_qwen2.5-coder,,agent_1_qwen2.5-coder,max_rounds_reached,,2,0.125,True
5e3c287c,json_parser,JSON Parser,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.4444444444444444,4,9,0.0,0.0,1.0,2.0,5,False,0.0,0,24,96,2,0.0208,0,5.5,6.56,7.19,2.33,4.5,4.7,5.31,593.106811,118.62,709.69,7.2,15,0,agent_1_qwen2.5-coder,,agent_1_qwen2.5-coder,max_rounds_reached,,5,0.4444,True
9b98c3b8,mini_database,Mini Key-Value Database,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.9,9,10,0.0,0.0,0.0,0.08,2,True,0.668693009118541,2,6,16,0,0.0,0,7.5,7.75,7.25,5.5,7.0,1.63,1.78,119.591253,59.8,140.02,2.64,6,0,agent_1_qwen2.5-coder,agent_2_deepseek-coder,agent_2_deepseek-coder,consensus_reached,agent_2_deepseek-coder,1,0.9,False
88d5a1e3,plugin_system,Plugin System,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.8888888888888888,8,9,0.0,0.0,0.0,0.8462,2,True,0.6493506493506492,2,6,23,6,0.2609,0,5.75,6.5,7.5,4.0,0,1.77,1.81,108.522402,54.26,141.5,2.9,6,0,agent_1_qwen2.5-coder,agent_2_deepseek-coder,agent_2_deepseek-coder,consensus_reached,agent_2_deepseek-coder,1,0.8889,False
3ac21fea,query_engine,SQL-like Query Engine,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.0,0,1,0.0,0.0,0.0,0.0,5,False,0.0,0,24,83,0,0.0,0,4.07,5.21,6.5,3.0,5.5,4.42,3.88,445.071926,89.01,462.72,20.32,15,0,agent_1_qwen2.5-coder,,agent_2_deepseek-coder,max_rounds_reached,,1,0.0,False
5dcd9da2,schema_validator,JSON Schema Validator,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,1.0,9,9,0.3333,1.0,0.0,2.0,1,True,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.33,2.0,13.11,11.5,33.763103,33.76,67.28,1.52,3,1,agent_1_qwen2.5-coder,agent_1_qwen2.5-coder,,early_stop,agent_1_qwen2.5-coder,1,1.0,False
c68839c1,state_machine,Finite State Machine,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.875,7,8,0.0,0.0,1.3333,6.0,2,True,1.0,2,6,28,4,0.1429,0,5.5,7.25,7.75,7.5,6.5,2.27,2.27,111.370432,55.69,109.42,2.9,6,0,agent_1_qwen2.5-coder,agent_2_deepseek-coder,agent_1_qwen2.5-coder,consensus_reached,agent_2_deepseek-coder,2,0.875,True
87e7fd3d,task_scheduler,Priority Task Scheduler,extreme,debate,"qwen2.5-coder:7b,deepseek-coder:6.7b,codellama:7b-instruct",3,0.875,7,8,0.0,0.0,0.0,1.625,5,False,0.0,0,24,66,1,0.0152,0,6.0,6.71,6.71,5.67,7.5,2.95,2.64,329.826228,65.97,373.46,7.07,15,0,agent_1_qwen2.5-coder,,agent_3_codellama,max_rounds_reached,,1,0.875,False
